setting,threshold,fault_tolerant_accuracy,macro_f1,mcc,consensus_stability_score,agent_reliability_drift,attack_coverage,false_isolation_rate,response_precision,monitor_rate,hard_isolation_rate,resilience_utility,mttd_proxy,mrt_proxy,tp,fp,fn,tn,weight_edge_agent,weight_temporal_agent,weight_trust_agent,weight_graph_agent,weight_cloud_agent,weight_ml_fusion_agent
ARES_adaptive_consensus,0.30999999999999994,0.9874740203781619,0.9814146763348759,0.962862131439913,0.843165636031703,0.03553099265279125,0.9770948790523988,0.009714804769788761,0.9645909645909646,0.03855629340497795,0.21588685557864856,0.7743850917494804,1.023442064264849,1.009810108054307,41080,1508,963,153719,0.1345505423264518,0.13227507807319736,0.15583653198916625,0.18842774061112935,0.15429750886152,0.2346125981385352
