,precision,recall,f1-score,support
0,0.9912351464863758,0.9973973599953616,0.9943067057565531,155227.0
1,0.9901650518525732,0.9674380990890279,0.9786696502688851,42043.0
accuracy,0.9910123181426471,0.9910123181426471,0.9910123181426471,0.9910123181426471
macro avg,0.9907000991694745,0.9824177295421948,0.986488178012719,197270.0
weighted avg,0.9910070834829341,0.9910123181426471,0.9909740716820965,197270.0
