,precision,recall,f1-score,support
0,0.9908299121359782,0.9981768635611072,0.994489818841161,155227.0
1,0.9930793309204734,0.9658920628879957,0.9792970398504853,42043.0
accuracy,0.9912961930349268,0.9912961930349268,0.9912961930349268,0.9912961930349268
macro avg,0.9919546215282258,0.9820344632245515,0.9868934293458231,197270.0
weighted avg,0.9913093175902112,0.9912961930349268,0.9912518708150801,197270.0
