,precision,recall,f1-score,support
0,0.9899766421109372,0.9938606041474743,0.9919148211134079,155227.0
1,0.9769995655741661,0.9628475608305782,0.9698719407741054,42043.0
accuracy,0.9872509758199423,0.9872509758199423,0.9872509758199423,0.9872509758199423
macro avg,0.9834881038425516,0.9783540824890262,0.9808933809437567,197270.0
weighted avg,0.9872109137749739,0.9872509758199423,0.9872169510971596,197270.0
