,precision,recall,f1-score,support
0,0.8751327279354665,0.7114741636442113,0.7848627520653816,155227.0
1,0.3698362224223323,0.6251932545251291,0.46474826504000355,42043.0
accuracy,0.6930856186951894,0.6930856186951894,0.6930856186951894,0.6930856186951894
macro avg,0.6224844751788994,0.6683337090846702,0.6248055085526926,197270.0
weighted avg,0.7674418424420377,0.6930856186951894,0.7166386258525365,197270.0
