,precision,recall,f1-score,support
0,0.9902288670473657,0.9975777409857821,0.9938897197101468,155227.0
1,0.9908048225770952,0.9636562566895798,0.9770419851930451,42043.0
accuracy,0.990348253662493,0.990348253662493,0.990348253662493,0.990348253662493
macro avg,0.9905168448122305,0.9806169988376809,0.985465852451596,197270.0
weighted avg,0.9903516170769516,0.990348253662493,0.9902990607031893,197270.0
