,precision,recall,f1-score,support
0,0.9005146571961716,0.7710127748394288,0.8307471254394703,155227.0
1,0.4477674548674766,0.6855124515377113,0.5417022996175136,42043.0
accuracy,0.7527905915749987,0.7527905915749987,0.7527905915749987,0.7527905915749987
macro avg,0.6741410560318242,0.7282626131885701,0.6862247125284919,197270.0
weighted avg,0.804023296991856,0.7527905915749987,0.7691446941927905,197270.0
