,precision,recall,f1-score,support
0,0.9180417352709571,0.6609223910788716,0.7685473389292791,155227.0
1,0.3845272340326013,0.7821516066883905,0.5155807809596977,42043.0
accuracy,0.6867592639529578,0.6867592639529578,0.6867592639529578,0.6867592639529578
macro avg,0.6512844846517792,0.7215369988836311,0.6420640599444885,197270.0
weighted avg,0.804336913577014,0.6867592639529578,0.7146340576563278,197270.0
