,precision,recall,f1-score,support
0,0.9905279304614598,0.9983958976209035,0.9944463516283965,155227.0
1,0.9938985542759128,0.9647503746164641,0.9791075760684586,42043.0
accuracy,0.9912252243118569,0.9912252243118569,0.9912252243118569,0.9912252243118569
macro avg,0.9922132423686862,0.9815731361186838,0.9867769638484275,197270.0
weighted avg,0.9912462917785939,0.9912252243118569,0.9911772882083809,197270.0
